secid,date,days,forward_price,strike_price,premium,impl_volatility,delta,gamma,theta,vega,cp_flag,index_flag
107525,20121203,91,26.218963,26.218963,1.205598,0.230978,-0.473155,0.129556,-2.372986,5.21077,P,0
107525,20121203,122,26.226136,26.226136,1.400002,0.231616,-0.469755,0.111647,-2.049683,6.029529,P,0
107525,20121203,152,26.233196,26.233196,1.570073,0.232712,-0.46668,0.099558,-1.840001,6.725997,P,0
107525,20121203,182,26.011944,26.011944,1.714043,0.234226,-0.459412,0.089384,-1.669333,7.291894,P,0
107525,20121203,273,25.807244,25.807244,2.117275,0.238309,-0.447647,0.070954,-1.362593,8.835786,P,0
107525,20121203,365,25.605375,25.605375,2.56347,0.248534,-0.438609,0.058044,-1.205674,10.088334,P,0
107525,20121203,547,25.209587,25.209587,3.233572,0.261366,-0.417099,0.044071,-1.002092,12.06911,P,0
107525,20121203,730,24.827743,24.827743,3.816844,0.272248,-0.397744,0.035763,-0.872694,13.613718,P,0
107525,20121204,30,26.375214,26.375214,0.666497,0.221006,0.512637,0.238564,-4.082311,3.014729,C,0
107525,20121204,60,26.382375,26.382375,0.98315,0.230567,0.518641,0.1616,-3.023164,4.260953,C,0
107525,20121204,91,26.159451,26.159451,1.298433,0.234306,0.550923,0.132977,-2.577717,5.160418,C,0
107525,20121204,122,26.16656,26.16656,1.456021,0.234834,0.544085,0.116937,-2.281312,6.002285,C,0
107525,20121204,152,26.173436,26.173436,1.608389,0.236,0.539241,0.104019,-2.053023,6.665528,C,0
107525,20121204,182,25.952026,25.952026,1.83912,0.238218,0.558704,0.09541,-1.922388,7.223165,C,0
107525,20121204,273,25.746977,25.746977,2.270742,0.241037,0.56494,0.077396,-1.603456,8.71401,C,0
107525,20121204,365,25.544757,25.544757,2.690848,0.248896,0.571849,0.065432,-1.449556,9.917402,C,0
107525,20121204,547,25.148303,25.148303,3.397308,0.260304,0.584145,0.051806,-1.261536,11.927508,C,0
107525,20121204,730,24.765828,24.765828,4.018091,0.269676,0.595381,0.044031,-1.156118,13.311626,C,0
107525,20121204,30,26.375214,26.375214,0.640907,0.212442,-0.488072,0.248366,-3.864812,3.014754,P,0
107525,20121204,60,26.382375,26.382375,0.951782,0.223066,-0.482349,0.167259,-2.854646,4.260987,P,0
107525,20121204,91,26.159451,26.159451,1.18445,0.227429,-0.47352,0.131888,-2.331068,5.199086,P,0
107525,20121204,122,26.16656,26.16656,1.382118,0.229172,-0.470028,0.113096,-2.023334,6.01614,P,0
107525,20121204,152,26.173436,26.173436,1.553222,0.230734,-0.466926,0.100644,-1.820374,6.711062,P,0
107525,20121204,182,25.952026,25.952026,1.696698,0.232382,-0.45965,0.090298,-1.652631,7.275602,P,0
107525,20121204,273,25.746977,25.746977,2.094775,0.236311,-0.447959,0.071717,-1.348361,8.816175,P,0
107525,20121204,365,25.544757,25.544757,2.501201,0.246164,-0.436215,0.058872,-1.194903,10.080189,P,0
107525,20121204,547,25.148303,25.148303,3.203541,0.259495,-0.417522,0.044492,-0.993055,12.042708,P,0
107525,20121204,730,24.765828,24.765828,3.787282,0.270653,-0.398226,0.036061,-0.866158,13.584546,P,0
107525,20121205,30,26.675328,26.675328,0.642983,0.210808,0.512054,0.247304,-3.940207,3.049164,C,0
107525,20121205,60,26.682531,26.682531,0.966746,0.224165,0.518124,0.164355,-2.973943,4.309686,C,0
107525,20121205,91,26.459564,26.459564,1.280857,0.228357,0.550758,0.135016,-2.54376,5.190562,C,0
107525,20121205,122,26.46664,26.46664,1.44097,0.229899,0.543395,0.118237,-2.261841,6.018903,C,0
107525,20121205,152,26.473483,26.473483,1.594257,0.231555,0.538024,0.104886,-2.038805,6.775553,C,0
107525,20121205,182,26.252027,26.252027,1.826163,0.234,0.557693,0.096083,-1.91103,7.305716,C,0
107525,20121205,273,26.046868,26.046868,2.261503,0.237151,0.565198,0.078062,-1.601495,8.745502,C,0
107525,20121205,365,25.844529,25.844529,2.679328,0.244986,0.570603,0.065483,-1.437937,10.064905,C,0
107525,20121205,547,25.447844,25.447844,3.369972,0.255212,0.58344,0.052339,-1.253563,11.979896,C,0
107525,20121205,730,25.064602,25.064602,3.979637,0.263577,0.594845,0.04472,-1.147765,13.479662,C,0
107525,20121205,30,26.675328,26.675328,0.665786,0.21821,-0.487738,0.239073,-4.015272,3.048974,P,0
107525,20121205,60,26.682531,26.682531,0.98549,0.228376,-0.481911,0.16152,-2.956455,4.309251,P,0
107525,20121205,91,26.459564,26.459564,1.218046,0.231238,-0.473177,0.128261,-2.398034,5.258529,P,0
107525,20121205,122,26.46664,26.46664,1.416745,0.232256,-0.469717,0.110344,-2.074892,6.084821,P,0
107525,20121205,152,26.473483,26.473483,1.58698,0.233084,-0.466659,0.098509,-1.860692,6.787687,P,0
107525,20121205,182,26.252027,26.252027,1.726392,0.233739,-0.459579,0.088786,-1.682314,7.359592,P,0
107525,20121205,273,26.046868,26.046868,2.126319,0.237114,-0.447945,0.070688,-1.369374,8.918818,P,0
107525,20121205,365,25.844529,25.844529,2.540247,0.247118,-0.436188,0.058005,-1.214341,10.198347,P,0
107525,20121205,547,25.447844,25.447844,3.243565,0.259632,-0.41777,0.044001,-1.006279,12.187594,P,0
107525,20121205,730,25.064602,25.064602,3.82477,0.270094,-0.398649,0.035762,-0.87573,13.751638,P,0
107525,20121206,30,26.730388,26.730388,0.635403,0.207893,0.511888,0.250258,-3.894533,3.05549,C,0
107525,20121206,60,26.737577,26.737577,0.962412,0.2227,0.518006,0.165099,-2.960944,4.318632,C,0
107525,20121206,91,26.514626,26.514626,1.275126,0.227426,0.55039,0.135696,-2.546309,5.243167,C,0
107525,20121206,122,26.521717,26.521717,1.437338,0.229176,0.542811,0.118526,-2.262499,6.075106,C,0
107525,20121206,152,26.528575,26.528575,1.591619,0.230686,0.53794,0.105076,-2.035753,6.78976,C,0
107525,20121206,182,26.307058,26.307058,1.822218,0.232972,0.557638,0.096328,-1.907103,7.321149,C,0
107525,20121206,273,26.101622,26.101622,2.253627,0.236105,0.565191,0.078434,-1.601424,8.793746,C,0
107525,20121206,365,25.898996,25.898996,2.674716,0.244002,0.570539,0.065635,-1.435467,10.08672,C,0
107525,20121206,547,25.501771,25.501771,3.360446,0.253854,0.583376,0.052554,-1.250315,12.006842,C,0
107525,20121206,730,25.118024,25.118024,3.962645,0.261722,0.594825,0.04503,-1.144062,13.511509,C,0
107525,20121206,30,26.730388,26.730388,0.655983,0.214551,-0.487954,0.242658,-3.955389,3.055312,P,0
107525,20121206,60,26.737577,26.737577,0.982502,0.227213,-0.482008,0.162016,-2.947269,4.318185,P,0
107525,20121206,91,26.514626,26.514626,1.215811,0.230328,-0.473293,0.128515,-2.393558,5.269549,P,0
107525,20121206,122,26.521717,26.521717,1.414489,0.231402,-0.469831,0.110533,-2.07151,6.097584,P,0
107525,20121206,152,26.528575,26.528575,1.584756,0.232271,-0.466774,0.098655,-1.85795,6.801941,P,0
107525,20121206,182,26.307058,26.307058,1.725156,0.233081,-0.459686,0.088858,-1.681073,7.375176,P,0
107525,20121206,273,26.101622,26.101622,2.127876,0.236762,-0.448077,0.07066,-1.370596,8.937465,P,0
107525,20121206,365,25.898996,25.898996,2.545493,0.247105,-0.436218,0.057893,-1.217239,10.220121,P,0
107525,20121206,547,25.501771,25.501771,3.251571,0.259721,-0.417785,0.0439,-1.009314,12.214001,P,0
107525,20121206,730,25.118024,25.118024,3.837494,0.270416,-0.398609,0.03565,-0.879275,13.781484,P,0
107525,20121207,30,26.460426,26.460426,0.640427,0.211677,0.512104,0.248289,-3.925244,3.024571,C,0
107525,20121207,60,26.467484,26.467484,0.962241,0.224934,0.518186,0.165123,-2.960098,4.274913,C,0
107525,20121207,91,26.244332,26.244332,1.259023,0.227088,0.550389,0.137585,-2.522134,5.12624,C,0
107525,20121207,122,26.251171,26.251171,1.414215,0.227995,0.542462,0.120567,-2.231737,5.957346,C,0
107525,20121207,152,26.257737,26.257737,1.567114,0.229515,0.537703,0.106771,-2.006087,6.681682,C,0
107525,20121207,182,26.036114,26.036114,1.792042,0.231957,0.55739,0.098117,-1.886383,7.228349,C,0
107525,20121207,273,25.829968,25.829968,2.225289,0.235543,0.565376,0.079699,-1.58624,8.744201,C,0
107525,20121207,365,25.62653,25.62653,2.649172,0.244166,0.570878,0.066434,-1.424689,10.019813,C,0
107525,20121207,547,25.228357,25.228357,3.330685,0.25402,0.583972,0.053173,-1.240376,11.880745,C,0
107525,20121207,730,24.844014,24.844014,3.915336,0.261242,0.595548,0.045864,-1.136926,13.336244,C,0
107525,20121207,30,26.460426,26.460426,0.660857,0.218352,-0.487736,0.240863,-3.98473,3.024395,P,0
107525,20121207,60,26.467484,26.467484,0.978741,0.228654,-0.48189,0.162635,-2.936084,4.274502,P,0
107525,20121207,91,26.244332,26.244332,1.199568,0.229585,-0.473341,0.130245,-2.361766,5.215839,P,0
107525,20121207,122,26.251171,26.251171,1.394544,0.230487,-0.469896,0.1121,-2.042663,6.035517,P,0
107525,20121207,152,26.257737,26.257737,1.565068,0.23175,-0.466791,0.099877,-1.835431,6.732717,P,0
107525,20121207,182,26.036114,26.036114,1.708789,0.233253,-0.459614,0.08969,-1.66578,7.299184,P,0
107525,20121207,273,25.829968,25.829968,2.109967,0.237228,-0.44788,0.07122,-1.359879,8.8446,P,0
107525,20121207,365,25.62653,25.62653,2.515137,0.246726,-0.436143,0.058553,-1.203571,10.113454,P,0
107525,20121207,547,25.228357,25.228357,3.203578,0.258558,-0.417893,0.044527,-0.9949,12.085231,P,0
107525,20121207,730,24.844014,24.844014,3.768462,0.268333,-0.398946,0.036277,-0.863698,13.635883,P,0
107525,20121210,30,26.945798,26.945798,0.641502,0.208214,0.511906,0.247878,-3.934035,3.080067,C,0
107525,20121210,60,26.952959,26.952959,0.973733,0.223522,0.518072,0.163177,-2.99644,4.353342,C,0
107525,20121210,91,26.72992,26.72992,1.265785,0.225048,0.549277,0.136785,-2.554392,5.234425,C,0
107525,20121210,122,26.736872,26.736872,1.431699,0.227341,0.540902,0.118823,-2.268063,6.027825,C,0
107525,20121210,152,26.743558,26.743558,1.592431,0.229385,0.536417,0.104668,-2.037296,6.778162,C,0
107525,20121210,182,26.522045,26.522045,1.822451,0.232108,0.556284,0.096161,-1.919873,7.355271,C,0
107525,20121210,273,26.316211,26.316211,2.255783,0.235765,0.563201,0.078085,-1.614669,8.903322,C,0
107525,20121210,365,26.1131,26.1131,2.691099,0.244125,0.570847,0.065426,-1.454557,10.202978,C,0
107525,20121210,547,25.715879,25.715879,3.376664,0.253078,0.581046,0.051688,-1.241801,12.085554,C,0
107525,20121210,730,25.332614,25.332614,3.964215,0.259951,0.593583,0.044846,-1.142223,13.688094,C,0
107525,20121210,30,26.945798,26.945798,0.648732,0.210477,-0.488209,0.245403,-3.908953,3.079917,P,0
107525,20121210,60,26.952959,26.952959,0.979987,0.224816,-0.482216,0.162448,-2.938556,4.35304,P,0
107525,20121210,91,26.72992,26.72992,1.203017,0.22605,-0.4738,0.129945,-2.367778,5.312456,P,0
107525,20121210,122,26.736872,26.736872,1.405282,0.228036,-0.470263,0.111294,-2.057772,6.147388,P,0
107525,20121210,152,26.743558,26.743558,1.580673,0.229802,-0.467124,0.098935,-1.853234,6.857512,P,0
107525,20121210,182,26.522045,26.522045,1.727843,0.231526,-0.460024,0.088775,-1.684032,7.436068,P,0
107525,20121210,273,26.316211,26.316211,2.137426,0.235853,-0.448368,0.07039,-1.37727,9.011734,P,0
107525,20121210,365,26.1131,26.1131,2.553661,0.24582,-0.436636,0.057758,-1.221833,10.306242,P,0
107525,20121210,547,25.715879,25.715879,3.221535,0.257626,-0.416531,0.044021,-1.012621,12.337825,P,0
107525,20121210,730,25.332614,25.332614,3.818678,0.266736,-0.399813,0.035892,-0.875074,13.907382,P,0
107525,20121211,30,27.325958,27.325958,0.638059,0.204214,0.511677,0.249221,-3.914125,3.123566,C,0
107525,20121211,60,27.333131,27.333131,0.979816,0.221789,0.517932,0.162168,-3.015469,4.414817,C,0
107525,20121211,91,27.109991,27.109991,1.268314,0.223293,0.548164,0.136486,-2.580199,5.290462,C,0
107525,20121211,122,27.116881,27.116881,1.441425,0.225814,0.54043,0.117941,-2.28392,6.166177,C,0
107525,20121211,152,27.123548,27.123548,1.605047,0.228004,0.536115,0.103786,-2.052269,6.874631,C,0
107525,20121211,182,26.90191,26.90191,1.835631,0.230825,0.555045,0.095152,-1.931711,7.409598,C,0
107525,20121211,273,26.695954,26.695954,2.270962,0.234145,0.562385,0.077339,-1.621845,8.98013,C,0
107525,20121211,365,26.493062,26.493062,2.693751,0.241292,0.570049,0.065433,-1.461407,10.331379,C,0
107525,20121211,547,26.096354,26.096354,3.398589,0.251425,0.579972,0.051326,-1.25155,12.304261,C,0
107525,20121211,730,25.713927,25.713927,4.006336,0.259551,0.592825,0.044259,-1.15566,13.917716,C,0
107525,20121211,30,27.325958,27.325958,0.626802,0.200525,-0.488796,0.254025,-3.77484,3.123474,P,0
107525,20121211,60,27.333131,27.333131,0.957259,0.216536,-0.482901,0.166335,-2.869186,4.414751,P,0
107525,20121211,91,27.109991,27.109991,1.178681,0.218352,-0.474652,0.132704,-2.319329,5.388626,P,0
107525,20121211,122,27.116881,27.116881,1.381449,0.22101,-0.471137,0.113271,-2.022483,6.23559,P,0
107525,20121211,152,27.123548,27.123548,1.559459,0.223524,-0.467989,0.100329,-1.828073,6.956092,P,0
107525,20121211,182,26.90191,26.90191,1.711998,0.226146,-0.460879,0.089659,-1.668546,7.543919,P,0
107525,20121211,273,26.695954,26.695954,2.119144,0.23048,-0.449434,0.071072,-1.365523,9.144298,P,0
107525,20121211,365,26.493062,26.493062,2.525653,0.239564,-0.438109,0.0585,-1.208267,10.460285,P,0
107525,20121211,547,26.096354,26.096354,3.224992,0.254117,-0.41763,0.044055,-1.01381,12.525258,P,0
107525,20121211,730,25.713927,25.713927,3.850674,0.264937,-0.400726,0.035683,-0.882564,14.121923,P,0
107525,20121212,30,27.244724,27.244724,0.610064,0.195826,0.511198,0.26067,-3.736727,3.114526,C,0
107525,20121212,60,27.251138,27.251138,0.950019,0.215672,0.517438,0.167266,-2.919235,4.402132,C,0
107525,20121212,91,27.028058,27.028058,1.237524,0.218147,0.548639,0.140324,-2.514261,5.360745,C,0
107525,20121212,122,27.034831,27.034831,1.408037,0.221558,0.539526,0.12092,-2.238743,6.184657,C,0
107525,20121212,152,27.041373,27.041373,1.571453,0.223925,0.535623,0.106162,-2.011246,6.89351,C,0
107525,20121212,182,26.819724,26.819724,1.793583,0.226532,0.554739,0.097778,-1.899247,7.370113,C,0
107525,20121212,273,26.613428,26.613428,2.231618,0.230418,0.562757,0.079073,-1.595518,8.954602,C,0
107525,20121212,365,26.410193,26.410193,2.6606,0.239014,0.569196,0.066138,-1.440079,10.276747,C,0
107525,20121212,547,26.013446,26.013446,3.356746,0.248752,0.580177,0.052168,-1.23752,12.269385,C,0
107525,20121212,730,25.631942,25.631942,3.950272,0.2563,0.592997,0.045134,-1.142607,13.879522,C,0
107525,20121212,30,27.244724,27.244724,0.643133,0.206378,-0.488394,0.247485,-3.881316,3.114315,P,0
107525,20121212,60,27.251138,27.251138,0.982611,0.222957,-0.482301,0.161965,-2.951968,4.401678,P,0
107525,20121212,91,27.028058,27.028058,1.209616,0.224776,-0.473951,0.129258,-2.385075,5.372216,P,0
107525,20121212,122,27.034831,27.034831,1.413478,0.226836,-0.470398,0.110651,-2.073212,6.216483,P,0
107525,20121212,152,27.041373,27.041373,1.588538,0.228399,-0.467291,0.098441,-1.865325,6.934988,P,0
107525,20121212,182,26.819724,26.819724,1.735322,0.229925,-0.460333,0.088434,-1.694143,7.52041,P,0
107525,20121212,273,26.613428,26.613428,2.144647,0.233982,-0.448791,0.070196,-1.384174,9.115404,P,0
107525,20121212,365,26.410193,26.410193,2.555915,0.243203,-0.437346,0.057774,-1.224681,10.426264,P,0
107525,20121212,547,26.013446,26.013446,3.238259,0.255972,-0.417131,0.04385,-1.019153,12.484423,P,0
107525,20121212,730,25.631942,25.631942,3.84483,0.26536,-0.400541,0.035722,-0.881673,14.076812,P,0
107525,20121213,30,27.114703,27.114703,0.645668,0.208252,0.511908,0.246279,-3.952856,3.099503,C,0
107525,20121213,60,27.12112,27.12112,0.99456,0.226874,0.518343,0.159754,-3.054246,4.380677,C,0
107525,20121213,91,26.897994,26.897994,1.281924,0.227883,0.548053,0.134923,-2.611212,5.272581,C,0
107525,20121213,122,26.904734,26.904734,1.457051,0.230243,0.540396,0.116515,-2.30608,6.095345,C,0
107525,20121213,152,26.911244,26.911244,1.615294,0.231706,0.535186,0.102756,-2.063232,6.815032,C,0
107525,20121213,182,26.689579,26.689579,1.838824,0.2338,0.554748,0.094973,-1.945074,7.333313,C,0
107525,20121213,273,26.483509,26.483509,2.277946,0.237045,0.56175,0.076778,-1.623112,8.988033,C,0
107525,20121213,365,26.280548,26.280548,2.701167,0.244168,0.569379,0.064885,-1.459814,10.223819,C,0
107525,20121213,547,25.884638,25.884638,3.402987,0.253805,0.580399,0.051224,-1.252616,12.203828,C,0
107525,20121213,730,25.504926,25.504926,4.0007,0.261296,0.5932,0.044306,-1.154677,13.80272,C,0
107525,20121213,30,27.114703,27.114703,0.651149,0.209955,-0.488186,0.244429,-3.930126,3.099417,P,0
107525,20121213,60,27.12112,27.12112,0.989509,0.225602,-0.482084,0.160829,-2.972922,4.380566,P,0
107525,20121213,91,26.897994,26.897994,1.21324,0.22654,-0.473765,0.128864,-2.392512,5.346234,P,0
107525,20121213,122,26.904734,26.904734,1.412804,0.227826,-0.470263,0.110691,-2.072318,6.186422,P,0
107525,20121213,152,26.911244,26.911244,1.583111,0.22872,-0.467231,0.09877,-1.858985,6.901558,P,0
107525,20121213,182,26.689579,26.689579,1.724613,0.229618,-0.46034,0.08897,-1.683607,7.483973,P,0
107525,20121213,273,26.483509,26.483509,2.134207,0.233984,-0.448741,0.070524,-1.377173,9.070786,P,0
107525,20121213,365,26.280548,26.280548,2.555287,0.244352,-0.437057,0.057765,-1.224112,10.374072,P,0
107525,20121213,547,25.884638,25.884638,3.219186,0.255732,-0.417097,0.044092,-1.012442,12.422036,P,0
107525,20121213,730,25.504926,25.504926,3.810563,0.264284,-0.400729,0.036032,-0.872501,14.006811,P,0
107525,20121214,30,26.814653,26.814653,0.632803,0.206385,0.511801,0.251288,-3.874386,3.065228,C,0
107525,20121214,60,26.821034,26.821034,0.97635,0.22521,0.518208,0.162737,-2.99871,4.332267,C,0
107525,20121214,91,26.597816,26.597816,1.258018,0.226301,0.548113,0.137751,-2.571423,5.261643,C,0
107525,20121214,122,26.60448,26.60448,1.42941,0.22867,0.539854,0.118882,-2.269992,6.066139,C,0
107525,20121214,152,26.610917,26.610917,1.588412,0.230327,0.535336,0.104662,-2.031092,6.739297,C,0
107525,20121214,182,26.389313,26.389313,1.807218,0.232438,0.5542,0.096606,-1.91284,7.247896,C,0
107525,20121214,273,26.183083,26.183083,2.239161,0.235891,0.562059,0.078402,-1.605372,8.912943,C,0
107525,20121214,365,25.979951,25.979951,2.664725,0.243383,0.569786,0.065965,-1.442312,10.126448,C,0
107525,20121214,547,25.583407,25.583407,3.346788,0.252213,0.580876,0.052317,-1.23572,12.100769,C,0
107525,20121214,730,25.203014,25.203014,3.919393,0.258531,0.593218,0.045526,-1.136216,13.66927,C,0
107525,20121214,30,26.814653,26.814653,0.665767,0.217074,-0.487772,0.239045,-4.019163,3.065036,P,0
107525,20121214,60,26.821034,26.821034,0.997862,0.230057,-0.481718,0.159469,-2.998444,4.33191,P,0
107525,20121214,91,26.597816,26.597816,1.219407,0.230265,-0.473356,0.128183,-2.405202,5.28629,P,0
107525,20121214,122,26.60448,26.60448,1.419477,0.231494,-0.469794,0.110137,-2.082578,6.117048,P,0
107525,20121214,152,26.610917,26.610917,1.58986,0.232298,-0.466721,0.098316,-1.867319,6.823945,P,0
107525,20121214,182,26.389313,26.389313,1.731107,0.233105,-0.459796,0.088602,-1.69033,7.39903,P,0
107525,20121214,273,26.183083,26.183083,2.137278,0.237002,-0.44815,0.070383,-1.379429,8.966722,P,0
107525,20121214,365,25.979951,25.979951,2.538984,0.245602,-0.436658,0.058087,-1.21629,10.254507,P,0
107525,20121214,547,25.583407,25.583407,3.1929,0.256618,-0.416669,0.044401,-1.004202,12.27631,P,0
107525,20121214,730,25.203014,25.203014,3.773204,0.264815,-0.400243,0.036321,-0.863789,13.839109,P,0
107525,20121217,30,27.099726,27.099726,0.6348,0.204859,0.511714,0.2505,-3.886984,3.097832,C,0
107525,20121217,60,27.106343,27.106343,0.987662,0.225424,0.518226,0.160872,-3.033979,4.378312,C,0
107525,20121217,91,26.883138,26.883138,1.262997,0.22629,0.546267,0.13711,-2.613863,5.202556,C,0
107525,20121217,122,26.889863,26.889863,1.43849,0.228207,0.538589,0.117887,-2.289988,6.124821,C,0
107525,20121217,152,26.668054,26.668054,1.720873,0.23086,0.559008,0.103038,-2.053408,6.795749,C,0
107525,20121217,182,26.674612,26.674612,1.818523,0.231565,0.554596,0.09624,-1.931738,7.382656,C,0
107525,20121217,273,26.468549,26.468549,2.246279,0.234501,0.561319,0.078039,-1.613071,8.863584,C,0
107525,20121217,365,26.265968,26.265968,2.652452,0.240271,0.568494,0.066109,-1.439473,10.285365,C,0
107525,20121217,547,25.871839,25.871839,3.367653,0.251633,0.581557,0.052498,-1.261145,12.200771,C,0
107525,20121217,730,25.495234,25.495234,3.963792,0.259482,0.590804,0.044208,-1.136826,13.743574,C,0
107525,20121217,30,27.099726,27.099726,0.635445,0.205001,-0.488475,0.250485,-3.834594,3.097757,P,0
107525,20121217,60,27.106343,27.106343,0.978576,0.223227,-0.482288,0.16264,-2.939097,4.378192,P,0
107525,20121217,91,26.883138,26.883138,1.202793,0.224704,-0.473976,0.130011,-2.371607,5.343312,P,0
107525,20121217,122,26.889863,26.889863,1.400872,0.226021,-0.470484,0.11165,-2.054505,6.18316,P,0
107525,20121217,152,26.668054,26.668054,1.463621,0.228676,-0.444467,0.098253,-1.848128,6.857512,P,0
107525,20121217,182,26.674612,26.674612,1.714606,0.228397,-0.460553,0.089515,-1.673839,7.47987,P,0
107525,20121217,273,26.468549,26.468549,2.123906,0.232945,-0.448997,0.070896,-1.37044,9.066252,P,0
107525,20121217,365,26.265968,26.265968,2.530476,0.242067,-0.437556,0.058356,-1.211674,10.369779,P,0
107525,20121217,547,25.871839,25.871839,3.226471,0.256422,-0.417001,0.044,-1.013941,12.414406,P,0
107525,20121217,730,25.495234,25.495234,3.836353,0.266326,-0.400069,0.035755,-0.877047,13.994157,P,0
107525,20121218,30,27.56484,27.56484,0.64447,0.20447,0.511692,0.246742,-3.94645,3.151002,C,0
107525,20121218,60,27.571743,27.571743,0.997925,0.223922,0.518104,0.159221,-3.06637,4.453513,C,0
107525,20121218,91,27.348957,27.348957,1.277568,0.225207,0.545722,0.135377,-2.645861,5.351802,C,0
107525,20121218,122,27.356143,27.356143,1.450909,0.226505,0.537787,0.11672,-2.312455,6.201459,C,0
107525,20121218,152,27.134774,27.134774,1.717421,0.228969,0.558172,0.103236,-2.095243,6.960295,C,0
107525,20121218,182,27.142022,27.142022,1.828625,0.22928,0.552763,0.095199,-1.940363,7.541323,C,0
107525,20121218,273,26.937615,26.937615,2.268717,0.233101,0.56034,0.077076,-1.631006,9.067453,C,0
107525,20121218,365,26.736691,26.736691,2.700432,0.241076,0.567274,0.064612,-1.467402,10.495204,C,0
107525,20121218,547,26.345824,26.345824,3.422225,0.251691,0.580386,0.05133,-1.27877,12.418118,C,0
107525,20121218,730,25.973539,25.973539,4.018513,0.258897,0.589519,0.043352,-1.150966,14.003191,C,0
107525,20121218,30,27.56484,27.56484,0.612315,0.194199,-0.489107,0.259979,-3.693468,3.151035,P,0
107525,20121218,60,27.571743,27.571743,0.959884,0.215256,-0.482953,0.16584,-2.881302,4.453624,P,0
107525,20121218,91,27.348957,27.348957,1.179229,0.216533,-0.474888,0.132692,-2.323082,5.436383,P,0
107525,20121218,122,27.356143,27.356143,1.379319,0.218733,-0.471424,0.11347,-2.020643,6.291125,P,0
107525,20121218,152,27.134774,27.134774,1.570423,0.220114,-0.47003,0.099755,-1.793273,6.954038,P,0
107525,20121218,182,27.142022,27.142022,1.692866,0.221602,-0.461662,0.090754,-1.649793,7.611942,P,0
107525,20121218,273,26.937615,26.937615,2.105094,0.226853,-0.450245,0.071625,-1.355233,9.228708,P,0
107525,20121218,365,26.736691,26.736691,2.529547,0.237728,-0.438663,0.05847,-1.208265,10.556758,P,0
107525,20121218,547,26.345824,26.345824,3.229108,0.252048,-0.418381,0.044067,-1.011704,12.642623,P,0
107525,20121218,730,25.973539,25.973539,3.837095,0.261542,-0.40178,0.03586,-0.873762,14.260704,P,0
107525,20121219,30,27.314819,27.314819,0.649592,0.207983,0.511893,0.244791,-3.97741,3.122372,C,0
107525,20121219,60,27.321838,27.321838,0.995066,0.225325,0.518218,0.159676,-3.057927,4.413058,C,0
107525,20121219,91,27.099087,27.099087,1.258432,0.224313,0.54533,0.137623,-2.62087,5.344916,C,0
107525,20121219,122,27.106417,27.106417,1.434767,0.22615,0.537588,0.11809,-2.290907,6.190305,C,0
107525,20121219,152,26.88512,26.88512,1.695765,0.228121,0.557928,0.104571,-2.069504,6.848877,C,0
107525,20121219,182,26.892421,26.892421,1.803141,0.22836,0.552974,0.096826,-1.923163,7.426502,C,0
107525,20121219,273,26.688519,26.688519,2.244504,0.232712,0.55997,0.077748,-1.6112,9.016476,C,0
107525,20121219,365,26.488115,26.488115,2.678702,0.241669,0.566447,0.064931,-1.456049,10.335732,C,0
107525,20121219,547,26.098233,26.098233,3.418199,0.253806,0.580728,0.051355,-1.278182,12.299135,C,0
107525,20121219,730,25.725884,25.725884,4.023752,0.261454,0.589401,0.043244,-1.150087,13.959921,C,0
107525,20121219,30,27.314819,27.314819,0.664508,0.212693,-0.48803,0.239513,-4.010592,3.122236,P,0
107525,20121219,60,27.321838,27.321838,1.000629,0.226459,-0.482035,0.159056,-3.004543,4.412808,P,0
107525,20121219,91,27.099087,27.099087,1.220081,0.226116,-0.473901,0.128206,-2.404435,5.38595,P,0
107525,20121219,122,27.106417,27.106417,1.417439,0.226868,-0.470451,0.110377,-2.076921,6.232634,P,0
107525,20121219,152,26.88512,26.88512,1.603977,0.22704,-0.468909,0.097564,-1.832725,6.888515,P,0
107525,20121219,182,26.892421,26.892421,1.722067,0.227529,-0.460796,0.089179,-1.678441,7.540528,P,0
107525,20121219,273,26.688519,26.688519,2.138109,0.232595,-0.449175,0.070463,-1.376274,9.140631,P,0
107525,20121219,365,26.488115,26.488115,2.562005,0.243086,-0.437498,0.057669,-1.223311,10.455333,P,0
107525,20121219,547,26.098233,26.098233,3.248121,0.255999,-0.417281,0.043747,-1.016782,12.517365,P,0
107525,20121219,730,25.725884,25.725884,3.813216,0.264487,-0.399491,0.035832,-0.876547,14.138822,P,0
107525,20121220,30,27.684916,27.684916,0.654766,0.206837,0.511827,0.242858,-4.00945,3.16469,C,0
107525,20121220,60,27.692164,27.692164,1.009089,0.225447,0.518228,0.157456,-3.101484,4.472842,C,0
107525,20121220,91,27.46948,27.46948,1.276742,0.224341,0.545219,0.135439,-2.650645,5.344215,C,0
107525,20121220,122,27.476924,27.476924,1.452498,0.226365,0.53625,0.116286,-2.321964,6.219473,C,0
107525,20121220,152,27.2558,27.2558,1.718936,0.228559,0.557343,0.102932,-2.100859,6.892741,C,0
107525,20121220,182,27.263203,27.263203,1.829125,0.228733,0.552347,0.095168,-1.948364,7.580926,C,0
107525,20121220,273,27.05958,27.05958,2.27293,0.232875,0.559477,0.076635,-1.633869,9.177415,C,0
107525,20121220,365,26.859463,26.859463,2.711883,0.241519,0.56593,0.063971,-1.472056,10.479527,C,0
